LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-870,LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,CHAMBER,CHAMBER
20240606,040141,158.168,1,1,1,47.1284,-99.2415,9.86,93.8487,431.532,10.964,1.96367,0.227833,1.37368,0.989708,0,0.00178878,0.000959924,668.878,431.532,5.36828,2,140,0.232,12
20240606,043142,158.189,1,1,1,47.1284,-99.2415,9.81,93.8863,432.008,10.9505,1.84472,0.213921,1.43157,0.988383,0,0.00188867,0.00041343,949.437,432.008,2.4844,2,140,0.232,11.9
20240606,050141,158.21,1,1,1,47.1284,-99.2415,10.01,93.919,430.749,10.8387,1.84002,0.213415,1.46548,0.986983,0,0.00200068,0.000384579,985.68,430.749,1.87411,2,140,0.232,11.8
20240606,053141,158.23,1,1,1,47.1284,-99.2415,10.57,93.9423,425.433,10.7058,1.88872,0.219408,1.35121,0.99103,0,0.00163906,0.000723732,728.595,425.433,-1.90587,2,140,0.232,11.7
20240606,060142,158.251,1,1,1,47.1284,-99.2415,10.2,93.9837,425.521,10.673,1.81803,0.210831,1.32142,0.992745,0,0.00145915,0.000445535,898.73,425.521,-2.43324,2,140,0.232,11.7
20240606,063142,158.272,1,1,1,47.1284,-99.2415,10.58,94.0125,425.062,10.8714,2.00216,0.232454,1.36243,0.989157,0,0.00178603,0.00138701,592.656,425.062,2.61681,2,140,0.232,11.6
20240606,070141,158.293,1,1,1,47.1284,-99.2415,11.63,94.0355,423.743,11.0576,1.80424,0.210252,1.38245,0.990794,0,0.00169071,0.00018164,1581.26,423.743,-0.356335,2,140,0.232,11.6
20240606,073141,158.314,1,1,1,47.1284,-99.2415,12.53,94.0365,422.215,11.3493,1.96974,0.23032,1.38936,0.989151,0,0.00188043,0.00085401,691.907,422.215,6.63157,2,140,0.231867,11.7
20240606,080141,158.335,1,1,1,47.1284,-99.2415,13.47,94.1072,421.293,11.7059,2.03692,0.238872,1.39907,0.988605,0,0.00199303,0.000905562,685.076,421.293,9.08269,2,140,0.231,11.8
20240606,083141,158.355,1,1,1,47.1284,-99.2415,14.32,94.1438,419.551,11.9773,1.97033,0.231707,1.39524,0.989952,0,0.00192052,0.000319766,1144.16,419.551,3.11915,2,140,0.231,11.9
20240606,090141,158.376,1,1,1,47.1284,-99.2415,15.66,94.1773,418.745,12.1029,2.10588,0.248767,1.30981,0.993209,0,0.00168301,0.000372174,1087.16,418.745,3.64445,2,140,0.231,12.2
20240606,093141,158.397,1,1,1,47.1284,-99.2415,15.84,94.152,418.243,12.4614,2.25903,0.267169,1.2953,0.993197,0,0.00173061,0.000786711,757.845,418.243,2.97566,2,140,0.231,12.5
20240606,100141,158.418,1,1,1,47.1284,-99.2415,16.07,94.159,417.595,12.1732,2.3452,0.277486,1.28901,0.993627,0,0.001763,0.000646056,847.103,417.595,0.911875,2,140,0.231,12.9
20240606,103141,158.439,1,1,1,47.1284,-99.2415,18.19,94.1872,417.139,12.6334,2.68607,0.320198,1.25987,0.994449,0,0.00184464,0.000936931,758.891,417.139,3.94194,2,140,0.231,13.4796
20240606,110140,158.459,1,1,1,47.1283,-99.2415,19.52,94.1947,417.158,13.0602,2.86011,0.342624,1.23652,0.995425,0,0.00179582,0.000879876,806.558,417.158,0.173716,2,140,0.231,14.3177
20240606,113141,158.48,1,1,1,47.1284,-99.2415,20.23,94.19,416.378,12.948,3.23944,0.388972,1.21047,0.996247,0,0.00178869,0.00117247,748.131,416.378,0.892053,2,140,0.231,15.2514
20240606,120141,158.501,1,1,1,47.1284,-99.2415,21.62,94.197,415.965,12.6223,3.3055,0.39861,1.23147,0.995597,0,0.00204841,0.000863252,877.719,415.965,-2.39936,2,140,0.231,16.1
20240606,123141,158.522,1,1,1,47.1284,-99.2415,21.89,94.193,417.697,11.7246,3.51994,0.424506,1.18718,0.9973,0,0.00168287,0.00103534,827.711,417.697,2.69192,2,140,0.231,16.9182
20240606,130141,158.543,1,1,1,47.1284,-99.2415,22.74,94.212,417.893,11.0937,3.62887,0.438505,1.1826,0.997559,0,0.00168381,0.000852673,932.164,417.893,1.60188,2,140,0.231,17.5514
20240606,133141,158.564,1,1,1,47.1284,-99.2415,23.11,94.229,416.887,12.2563,3.75283,0.454485,1.22054,0.996158,0,0.00222333,0.000714838,1052.67,416.887,1.22546,2,140,0.231,18.0514
20240606,140141,158.585,1,1,1,47.1284,-99.2415,22.62,94.1955,416.883,11.8472,3.77597,0.456558,1.18284,0.99756,0,0.00175286,0.000872399,940.219,416.883,3.94394,2,140,0.231,18.3514
20240606,143141,158.605,1,1,1,47.1284,-99.2415,22.22,94.1982,417.133,11.883,3.47988,0.420162,1.21142,0.996522,0,0.00195145,0.00072136,999.592,417.133,-0.30354,2,140,0.230663,18.2155
20240606,150141,158.626,1,1,1,47.1284,-99.2415,23.73,94.2225,415.056,12.8636,3.6495,0.443272,1.21681,0.996056,0,0.00212758,0.00100361,856.734,415.056,-0.0230605,2,140,0.23,18
20240606,153141,158.647,1,1,1,47.1284,-99.2415,24.22,94.215,415.778,12.2524,3.89421,0.473507,1.19044,0.997,0,0.00193587,0.00122854,801.202,415.778,1.48122,2,140,0.23,18
20240606,160141,158.668,1,1,1,47.1284,-99.2415,21.65,94.1768,415.798,11.5691,3.31226,0.399151,1.20993,0.996614,0,0.00183377,0.000705854,981.285,415.798,0.866894,2,140,0.229,17.8155
20240606,163142,158.689,1,1,1,47.1284,-99.2415,23.1,94.204,415.783,11.3268,3.07315,0.37195,1.25664,0.995247,0,0.00213033,0.000235229,1997.01,415.783,-3.22087,2,140,0.229,17.3
20240606,170142,158.71,1,1,1,47.1284,-99.2415,22.38,94.179,415.348,11.127,3.07875,0.371752,1.23557,0.995753,0,0.00194759,0.000533415,1112.28,415.348,-0.889256,2,140,0.228,17
20240606,173141,158.73,1,1,1,47.1284,-99.2415,23.58,94.196,415.945,10.5627,3.07234,0.372211,1.22203,0.99616,0,0.00183276,0.000656697,982.738,415.945,2.08778,2,140,0.228,16.7
20240606,180141,158.751,1,1,1,47.1284,-99.2415,22.63,94.1875,415.78,10.1498,3.0331,0.366188,1.25591,0.99465,0,0.00208845,0.000856639,843.252,415.78,4.06183,2,140,0.228,16.5
20240606,183142,158.772,1,1,1,47.1284,-99.2415,22.46,94.1977,414.628,10.6635,2.8646,0.34577,1.23722,0.995568,0,0.00182607,0.000662829,936.285,414.628,0.472231,2,140,0.227,16.1481
20240606,190142,158.793,1,1,1,47.1284,-99.2415,21.71,94.161,415.118,10.0103,2.76698,0.333048,1.28526,0.993447,0,0.00210295,0.000822319,820.128,415.118,-0.343722,2,140,0.227,15.8
20240606,193142,158.814,1,1,1,47.1284,-99.2415,20.74,94.192,414.483,9.62762,2.70017,0.323717,1.26461,0.994299,0,0.00190402,0.000812265,813.019,414.483,-2.8776,2,140,0.226149,15.4812
20240606,200141,158.835,1,1,1,47.1284,-99.2415,19.69,94.183,415.955,10.101,2.61127,0.312132,1.2422,0.995161,0,0.00167704,0.000898968,763.166,415.955,-1.1167,2,140,0.226,15.1
20240606,203142,158.855,1,1,1,47.1284,-99.2415,18.01,94.1758,418.407,9.74728,2.46641,0.293023,1.27168,0.994256,0,0.00176141,0.00066117,861.595,418.407,-1.32456,2,140,0.226,14.7812
20240606,210142,158.876,1,1,1,47.1284,-99.2415,15.31,94.1807,419.732,9.62589,2.33293,0.274534,1.32458,0.992826,0,0.00193487,0.000224322,1643.57,419.732,-6.90281,2,140,0.225,14.4
20240606,213142,158.897,1,1,1,47.1284,-99.2415,13.45,94.2195,424.544,9.5896,2.34043,0.273524,1.32108,0.992197,0,0.00190829,0.000689187,821.424,424.544,-4.46269,2,140,0.225,14
20240606,220142,158.918,1,1,1,47.1284,-99.2415,12.15,94.2172,430.539,9.64186,2.3905,0.278134,1.33523,0.991238,0,0.00201168,0.000893439,741.846,430.539,-3.53305,2,140,0.225,13.6
20240606,223142,158.939,1,1,1,47.1284,-99.2415,11.32,94.2725,433.079,9.89482,2.21949,0.257396,1.40201,0.989237,0,0.00216365,0.000455534,998.123,433.079,-10.2807,2,140,0.225,13.3
20240606,230142,158.96,1,1,1,47.1284,-99.2415,11.56,94.2917,430.6,10.1858,2.16493,0.251306,1.39887,0.989784,0,0.00210018,0.000303523,1258.56,430.6,-2.65967,2,140,0.224,13
20240606,233142,158.98,1,1,1,47.1284,-99.2415,11.99,94.313,431.258,9.84626,2.10224,0.244273,1.31821,0.992707,0,0.00169261,0.000424148,1007.17,431.258,-11.3043,2,140,0.224,12.8
