LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-870,LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,CHAMBER,CHAMBER
20240607,040142,159.168,1,1,1,47.1284,-99.2415,8.07,94.3832,446.338,9.25898,2.09364,0.2396,1.34008,0.990678,0,0.00175496,0.0010642,671.483,446.338,-2.78716,2,140,0.223,11.5
20240607,043142,159.189,1,1,1,47.1284,-99.2415,8.42,94.3932,449.387,9.50244,1.93065,0.221259,1.41208,0.988788,0,0.00189711,0.00049968,892.188,449.387,-0.977428,2,140,0.223,11.4
20240607,050142,159.21,1,1,1,47.1284,-99.2415,8.73,94.399,445.512,9.66882,2.01021,0.230627,1.35471,0.990268,0,0.00175187,0.000929471,693.638,445.512,-3.54395,2,140,0.223,11.4
20240607,053142,159.23,1,1,1,47.1284,-99.2415,8.28,94.4202,449.755,9.63067,1.96087,0.224565,1.37334,0.990004,0,0.00177931,0.00069321,773.704,449.755,-0.33573,2,140,0.222,11.3
20240607,060142,159.251,1,1,1,47.1284,-99.2415,7.24,94.3855,456.496,9.31606,1.98859,0.226911,1.36788,0.989985,0,0.00177376,0.000850102,723.417,456.496,2.42286,2,140,0.222,11.2155
20240607,063142,159.272,1,1,1,47.1284,-99.2415,9.18,94.425,448.011,10.3961,1.94222,0.223298,1.40531,0.988997,0,0.0018916,0.000519806,877.59,448.011,-1.97835,2,140,0.222,11.2
20240607,070142,159.293,1,1,1,47.1284,-99.2415,12.02,94.4333,440.7,12.2011,2.00562,0.233314,1.38627,0.989977,0,0.0019055,0.000425411,989.143,440.7,-1.76869,2,140,0.222,11.2
20240607,073142,159.314,1,1,1,47.1284,-99.2415,13.97,94.458,437.067,14.0844,2.19912,0.258,1.35496,0.990122,0,0.00197068,0.000985764,698.793,437.067,1.14015,2,140,0.222,11.4
20240607,080142,159.335,1,1,1,47.1284,-99.2415,16.59,94.4565,428.306,16.1868,2.18509,0.259239,1.30658,0.992854,0,0.00175209,0.000613882,850.601,428.306,1.9589,2,140,0.222,11.6
20240607,083142,159.355,1,1,1,47.1284,-99.2415,17.84,94.4717,434.006,12.4696,2.40798,0.285792,1.26437,0.994091,0,0.00169022,0.000951747,734.288,434.006,0.108545,2,140,0.222,11.8514
20240607,090141,159.376,1,1,1,47.1284,-99.2415,20.36,94.4755,425.61,13.4992,2.40979,0.288811,1.30485,0.993116,0,0.00194956,0.000437323,1086.02,425.61,-0.957758,2,140,0.222,12.2177
20240607,093141,159.397,1,1,1,47.1284,-99.2415,20.79,94.472,422.177,13.199,2.68421,0.322059,1.31065,0.992095,0,0.00221053,0.000902997,778.833,422.177,-2.91647,2,140,0.222,12.7508
20240607,100141,159.418,1,1,1,47.1284,-99.2415,22.38,94.4595,421.143,13.2113,2.77531,0.334811,1.2485,0.995126,0,0.00187395,0.000568215,1010.38,421.143,0.135637,2,140,0.222,13.4
20240607,103141,159.439,1,1,1,47.1284,-99.2415,23.59,94.4587,419.323,13.276,3.23349,0.391756,1.20516,0.996284,0,0.00178523,0.00122696,738.612,419.323,2.23727,2,140,0.222,14.2508
20240607,110142,159.46,1,1,1,47.1284,-99.2416,25.04,94.4265,421.252,14.0829,3.53419,0.430762,1.19575,0.996719,0,0.00185448,0.00113954,799.268,421.252,-1.042,2,140,0.222,15.3503
20240607,113142,159.48,1,1,1,47.1284,-99.2416,26.18,94.4372,417.528,15.0071,3.7563,0.459961,1.17822,0.997513,0,0.00175099,0.00101052,872.703,417.528,0.69797,2,140,0.222,16.5503
20240607,120142,159.501,1,1,1,47.1284,-99.2416,26.86,94.4335,413.999,13.4299,4.064,0.497966,1.17775,0.997502,0,0.00189095,0.00102008,902.161,413.999,-3.10864,2,140,0.222,17.7503
20240607,123142,159.522,1,1,1,47.1284,-99.2416,24.83,94.432,414.888,13.2897,3.88945,0.473313,1.16977,0.997862,0,0.00166596,0.00101396,881.683,414.888,-1.48645,2,140,0.222,18.5
20240607,130142,159.543,1,1,1,47.1284,-99.2416,26.18,94.3995,413.531,13.2463,4.24936,0.519571,1.16768,0.997848,0,0.00179526,0.00118446,852.186,413.531,-3.87861,2,140,0.222,19.1503
20240607,133142,159.564,1,1,1,47.1284,-99.2416,26.75,94.4108,414.069,12.8276,3.93078,0.481268,1.19348,0.997042,0,0.00204732,0.000748166,1057.33,414.069,-5.27208,2,140,0.221663,19.2
20240607,140142,159.585,1,1,1,47.1284,-99.2416,25.54,94.4035,412.816,12.5183,3.81448,0.465046,1.19554,0.99699,0,0.00199938,0.000733759,1046.6,412.816,-4.89003,2,140,0.221,19
20240607,143142,159.605,1,1,1,47.1284,-99.2416,24.71,94.4307,412.175,12.9437,4.01382,0.488086,1.17766,0.997586,0,0.00184122,0.000943139,929.687,412.175,-1.20032,2,140,0.221,19
20240607,150142,159.626,1,1,1,47.1284,-99.2416,24.52,94.423,415.17,12.6006,3.84528,0.467139,1.19039,0.997552,0,0.00193808,0.000139718,3758.61,415.17,-5.81133,2,140,0.220663,19.4
20240607,153142,159.647,1,1,1,47.1284,-99.2416,22.23,94.4235,414.238,12.3171,3.65804,0.440871,1.21871,0.996004,0,0.00215371,0.000909104,899.189,414.238,0.868944,2,140,0.22,19.2
